Date,static_ols,rolling_ols,kalman
2012-01-03,0.0,-0.00028571428571428574,0.0
2012-01-04,0.0,0.001613398367487713,0.0
2012-01-05,0.0,0.0016511049212735713,0.0
2012-01-06,0.0,0.002426564105824361,0.0
2012-01-09,0.0,0.0001080351881301457,0.0
2012-01-10,0.0,0.0005526125633166114,0.0
2012-01-11,0.0,-0.001016511952391777,0.0
2012-01-12,0.0,-0.00043388287029074617,0.0
2012-01-13,0.0,1.756941524988317e-05,0.0
2012-01-17,0.0,-0.000516246535234229,0.0
2012-01-18,0.0,6.170130371517098e-05,0.0
2012-01-19,0.0,-0.00047925934527437067,0.0
2012-01-20,0.0,0.0039031993923759,0.0
2012-01-23,0.0,0.0005930227255441484,0.0
2012-01-24,-0.00014285714285714284,0.0011669958363558664,0.0
2012-01-25,0.0014828221980910082,-0.0031562619515246534,0.0
2012-01-26,-2.827711033861129e-05,-0.000580513915940845,0.0
2012-01-27,0.0008972275220948149,-0.0010648180411911173,0.0
2012-01-30,0.00011051092013980914,0.0017455048852081294,0.0
2012-01-31,-4.453589924307775e-05,-0.00010480277515578964,0.0
2012-02-01,0.0014948692342143931,-0.0007227025447615339,0.0
2012-02-02,0.0017075136139317465,-0.0036898442894826656,0.0
2012-02-03,0.0016997526657710255,-0.0003077148874687364,0.0
2012-02-06,0.000714188804427365,2.623951090541078e-05,0.0
2012-02-07,-0.0021004969097417007,-0.001021463975652054,0.0
2012-02-08,-0.001433713721378491,-0.00013309898522137245,0.0
2012-02-09,0.0013051929079751455,0.0016457055539753143,0.0
2012-02-10,-0.0010623734326580714,5.4585021693595555e-05,0.0
2012-02-13,-0.001954275566672046,-0.0014472882692695053,0.0
2012-02-14,-0.00011369854627204261,-0.00039476500584059834,0.0
2012-02-15,-0.0003107623938795853,2.508332803270172e-05,0.0
2012-02-16,8.326155885729008e-05,-0.00028764863834564343,0.0
2012-02-17,0.0030622174188794436,0.0014194113889951995,0.0
2012-02-21,-0.000938232927891062,0.0007534496154886642,0.0
2012-02-22,-0.0009454861837756568,-6.274530015586094e-05,0.0
2012-02-23,0.0019839042698174317,0.0009174154458863466,0.0
2012-02-24,-0.0014265756836822903,-0.0001696200124530364,0.0
2012-02-27,0.0019862814944149525,0.0022550495623489264,0.0
2012-02-28,0.0016635199835197665,0.00013449950853327793,0.0
2012-02-29,0.002736513976641138,0.0005778985085743612,0.0
2012-03-01,-0.00044993125643978405,-0.0011086488055138493,0.0
2012-03-02,-0.00047985388160426016,0.000535528657381174,0.0
2012-03-05,0.001797226314148805,0.0016475386124848723,0.0
2012-03-06,-0.00011045634381015232,0.00022192171586281543,0.0
2012-03-07,0.0025519239736225374,-0.0002053560274879206,0.0
2012-03-08,0.0013573190547234502,-0.0007504216568237096,0.0
2012-03-09,-0.0009771765785610783,-0.0008505079461753358,0.0
2012-03-12,0.0017319206434886628,-0.0013467400488652269,0.0
2012-03-13,0.002625438846409239,-0.0015833021966282052,0.0
2012-03-14,0.001196475005523307,0.002323507655894472,0.0
2012-03-15,0.0003925664039381139,0.00021493711584216155,0.0
2012-03-16,0.0,-0.0012914513743366475,0.0
2012-03-19,0.0,0.0011488407102234943,0.0
2012-03-20,0.0,0.000554119341120463,0.0
2012-03-21,0.0,0.0012437182959066273,0.0
2012-03-22,0.0,-0.00021124487327118757,0.0
2012-03-23,0.0,-0.0007519687121173151,0.0
2012-03-26,0.0,-0.0009756413506788077,0.0
2012-03-27,0.0,-0.00021575376452579053,0.0
2012-03-28,-0.00014285714285714287,0.0009356764432392361,0.0
2012-03-29,0.0008587329822810014,-0.00028306543241687855,0.0
2012-03-30,0.002063669246635726,0.001224527595504165,0.0
2012-04-02,0.0005072848366008012,-0.00015585886895271898,0.0
2012-04-03,0.001681901283237785,-0.0009355123723083166,0.0
2012-04-04,0.0,0.00025087968804836375,0.0
2012-04-05,-0.00014285714285714284,0.0025025015403037612,0.0
2012-04-09,-0.00020314024462607383,0.0006441896628385953,0.0
2012-04-10,0.002174492226466312,-0.00097720620758332,0.0
2012-04-11,-0.0013659703366133197,0.0008802845572999922,0.0
2012-04-12,0.0013983926979529624,-0.0013129150439400964,0.0
2012-04-13,-0.002553567642650877,0.0007968761966979073,0.0
2012-04-16,0.0007932360031752369,0.0013824575591209652,0.0
2012-04-17,-0.00339943851976957,0.0012728525287925522,0.0
2012-04-18,0.004443406306701673,-0.005321075913499362,0.0
2012-04-19,-0.0014084838778477286,0.00025445759812823084,0.0
2012-04-20,0.0011801080916832125,0.0002519610051950354,0.0
2012-04-23,0.0013719697972937994,0.0003595900697254056,0.0
2012-04-24,-0.0001197626724161599,0.000598374202873686,0.0
2012-04-25,-6.550219245720409e-05,-0.0012048931721249608,0.0
2012-04-26,-0.0022150457345569067,0.0004013497203959739,0.0
2012-04-27,-0.0008907281495947162,0.00017392832540735745,0.0
2012-04-30,0.0002567353065004017,0.00015180352911495963,0.0
2012-05-01,8.594528821134742e-05,-0.0014464185536063204,0.0
2012-05-02,-0.0049478859609685955,0.001799988612612685,0.0
2012-05-03,-0.0019481717755767483,0.0014977149340114043,0.0
2012-05-04,-0.0012305299428202413,0.0014130948322765762,0.0
2012-05-07,-0.002059765207402852,4.5839542295444935e-06,0.0
2012-05-08,0.0005442528434681613,0.0006027493324356001,0.0
2012-05-09,-0.0014473876003393764,0.0006020362295175394,0.0
2012-05-10,0.004368883920122308,-0.0017107457106115566,0.0
2012-05-11,0.00037366586782540845,-0.0010389377427637509,0.0
2012-05-14,0.0027067235678905955,-0.0011736635165905801,0.0
2012-05-15,-0.007597555060708546,0.005659449712428648,0.0
2012-05-16,-0.0005607239148500434,0.0014445484768393281,0.0
2012-05-17,0.0017427950786799904,0.0016244836280063988,0.0
2012-05-18,0.003337666408196619,7.015559789438315e-05,0.0
2012-05-21,0.003061783792445306,-0.0010007278752106432,0.0
2012-05-22,0.00022044968700960586,-0.0008757603565476829,0.0
2012-05-23,-0.001032557256753347,0.0003965868570675098,0.0
2012-05-24,0.0017261097260631816,-0.00028120762133671814,0.0
2012-05-25,0.0010308745649703782,-0.00039102512082349935,0.0
2012-05-29,-0.001434674176376171,-0.00047450079794753697,0.0
2012-05-30,-0.000542498958652338,0.0009078451331880935,0.0
2012-05-31,-0.007719512655603166,-0.000820906428300793,0.0
2012-06-01,0.002631045361255472,0.00020885204118991515,0.0
2012-06-04,0.0022571426970891713,-0.0004993650293665703,0.0
2012-06-05,0.00036101927902621063,-0.0007962674207018218,0.0
2012-06-06,0.0007654728328098349,-7.524007211544392e-05,0.0
2012-06-07,0.0004867119649697351,0.000514888630141809,0.0
2012-06-08,0.0022187307945928728,-0.0004233912425201243,0.0
2012-06-11,-0.00011653746067740955,-0.00016553658734333367,0.0
2012-06-12,-0.0025905784018138006,-1.7973168172661763e-05,0.0
2012-06-13,-0.000976775678244191,0.00023155454670808036,0.0
2012-06-14,-0.0041446633962581745,-0.0002818851182490911,0.0
2012-06-15,0.00018907954010081697,-0.0006926639466266555,0.0
2012-06-18,-0.00014291186007017867,-0.00044189485752014107,0.0
2012-06-19,0.001747778478069603,0.0007577157401273342,0.0
2012-06-20,-0.0012355829182264524,0.00047043111893791556,0.0
2012-06-21,-0.0027119440326469706,0.0007346995167958889,0.0
2012-06-22,0.0006378320596437086,3.781550862561936e-05,0.0
2012-06-25,-0.0018145887912145353,5.122197199867535e-05,0.0
2012-06-26,-0.0023277992428471775,-0.00012597406965626909,0.0
2012-06-27,0.004843536354747801,3.582349047438365e-05,0.0
2012-06-28,0.000537636634236677,-0.0004177027881629199,0.0
2012-06-29,-0.0007669456192322284,0.00047867906011831666,0.0
2012-07-02,0.0,-0.0004,0.0
2012-07-03,0.0,-0.008163890312314327,0.0
2012-07-05,-0.0004,-0.010389891851332475,0.0
2012-07-06,0.0013476398900378029,0.003122376236720366,0.0
2012-07-09,-0.002002455941493204,-0.002119679109160155,0.0
2012-07-10,-0.004247600479336821,-0.0049751598874419045,0.0
2012-07-11,0.00889928704621154,0.006448928296675373,0.0
2012-07-12,-0.0036237044029834202,-0.0016089400513348913,0.0
2012-07-13,-0.008509271837771856,-0.007216878157862786,0.0
2012-07-16,0.0026196200424576316,0.002861209687197747,0.0
2012-07-17,-0.021871179486517588,-0.012991908603974542,0.0
2012-07-18,-0.03430251156146778,-0.019003743034605405,0.0
2012-07-19,0.03191363250592856,0.01687981925850559,0.0
2012-07-20,0.025972700870848724,0.01854294300851533,0.0
2012-07-23,0.004755650246619203,0.004564203967099351,0.0
2012-07-24,0.007959320206374838,0.005542776710265192,0.0
2012-07-25,0.0012441941974565601,2.4438240922792088e-05,0.0
2012-07-26,-0.0026923772995155896,-0.004374130771168856,0.0
2012-07-27,-0.022214511393892113,-0.013282140753393212,0.0
2012-07-30,0.005924129650389128,0.0048062000644042,0.0
2012-07-31,0.011087288091281757,0.009250815482363065,0.0
2012-08-01,0.028996771238223733,0.017334357135315052,0.0
2012-08-02,-0.0031319555248551095,-0.001687814144797762,0.0
2012-08-03,-0.014229443315016372,-0.010484737978731087,0.0
2012-08-06,0.004559152102806351,0.0020378042343159293,0.0
2012-08-07,-0.01391871760299899,-0.00910637519981197,0.0
2012-08-08,-0.0077705949893958045,-0.004807407655405481,0.0
2012-08-09,-0.0010210367168744297,-0.0010686319744048294,0.0
2012-08-10,-0.0003114923285708655,-0.00014530952021154226,0.0
2012-08-13,0.0034195883386033375,0.0021729929645793655,0.0
2012-08-14,-0.004161387294096809,-0.001995430204661331,0.0
2012-08-15,0.0005635651822309124,4.3539139291420145e-05,0.0
2012-08-16,-0.009212082304069507,-0.005737776817246623,0.0
2012-08-17,-0.0008084290667159565,0.0006279850248041669,0.0
2012-08-20,0.0038824629064021453,0.0024677783272331255,0.0
2012-08-21,0.0019742184948866315,0.0006879795457425166,0.0
2012-08-22,-0.004375849000335868,-0.0031531466314457432,0.0
2012-08-23,0.0019656055816450347,0.0004008773840743227,0.0
2012-08-24,-0.01610348010237226,-0.008638803613703946,0.0
2012-08-27,-0.0035066150083346106,-0.002434494261653518,0.0
2012-08-28,0.004551834375603393,0.0021107463450720796,0.0
2012-08-29,0.0015020869108183248,0.0014006588062564567,0.0
2012-08-30,0.0033149672278506752,0.0007390695400216988,0.0
2012-08-31,0.001180667862190521,0.0010051009411211043,0.0
2012-09-04,-0.01968659881463718,-0.012139663519984962,0.0
2012-09-05,0.0009948248654966566,-0.00042789903488519725,0.0
2012-09-06,-0.021404461085149887,-0.011356942769675648,0.0
2012-09-07,0.0044654884325457675,0.003345022070953571,0.0
2012-09-10,0.006030579085325296,0.00401910307214475,0.0
2012-09-11,0.00181860486590181,0.0005457354516560333,0.0
2012-09-12,0.007161011643729816,0.005455739185116157,0.0
2012-09-13,-0.01716752747436085,-0.009326350145751311,0.0
2012-09-14,-0.006555626368096351,-0.0032884673500899616,0.0
2012-09-17,-0.001447624093705634,-0.0016959729705791678,0.0
2012-09-18,0.026631432941902188,0.014598865030786676,0.0
2012-09-19,-0.019807842473561352,-0.011524259364635636,0.0
2012-09-20,0.008047568405154656,0.004022698771743139,0.0
2012-09-21,-0.028330454445574117,-0.01694341290669625,0.0
2012-09-24,0.005719204231034744,0.0015420547903827922,0.0
2012-09-25,-0.006021035282000721,-0.005299706748623479,0.0
2012-09-26,-0.0035184710788539486,-0.0026587889121700943,0.0
2012-09-27,-0.0038982516916048113,-0.00036662256522170786,0.0
2012-09-28,-0.0051020854849828405,-0.003842780763350205,0.0
2012-10-01,0.002405957394805488,0.0029806080421185934,0.0
2012-10-02,-0.020319631997494637,-0.012755819210415095,0.0
2012-10-03,-0.01100066957049655,-0.004459475203605621,0.0
2012-10-04,-0.02397297534624884,-0.012167779747866066,0.0
2012-10-05,-0.003798870733986108,-0.002043851606575191,0.0
2012-10-08,-0.024487570031779853,-0.014073348456365358,0.0
2012-10-09,0.001217369215942165,-0.0023667258465548307,0.0
2012-10-10,0.025883742096629712,0.01344040962839596,0.0
2012-10-11,0.004348022443094814,0.00284731102337645,0.0
2012-10-12,-0.007627606458736469,-0.003212827772955254,0.0
2012-10-15,-0.008321533534877103,7.891160861628991e-05,0.0
2012-10-16,-0.011533429097991247,-0.002381760168439067,0.0
2012-10-17,-0.005343123466129725,-0.003043496112289561,0.0
2012-10-18,-0.00694130368835114,-0.005334165044956589,0.0
2012-10-19,0.0005041332278246907,-0.002920353347606577,0.0
2012-10-22,0.00995758085159241,0.0030775434202640005,0.0
2012-10-23,0.0017606708806112287,-0.002604697334154396,0.0
2012-10-24,-0.0015992852667524198,-0.0029953152506981317,0.0
2012-10-25,0.04149428241736685,0.017512897764137978,0.0
2012-10-26,0.021449164537174204,0.00815609458075605,0.0
2012-10-31,0.003256975163348279,0.0042414751713926325,0.0
2012-11-01,-0.0001770164614609333,0.0023104762867677845,0.0
2012-11-02,0.014195948431575484,0.004653380085642578,0.0
2012-11-05,0.0012869746905517197,-0.0005448178546652485,0.0
2012-11-06,-0.0005455623988878792,-0.0003074491216408635,0.0
2012-11-07,0.033719226710025446,0.012636494895527702,0.0
2012-11-08,0.02000900564549176,0.005525420633081053,0.0
2012-11-09,0.0037869807052744453,0.0003542145075251272,0.0
2012-11-12,0.005780092309378966,0.0014098799098304236,0.0
2012-11-13,-0.004668963040409959,-0.0009384307187836418,0.0
2012-11-14,0.028892495524639628,0.0041609315734913044,0.0
2012-11-15,-0.01566873629627514,-0.001114025501350019,0.0
2012-11-16,-0.018307662200601534,-0.001944562475518974,0.0
2012-11-19,-0.007097228291847925,-0.0006671577555890521,0.0
2012-11-20,-0.0025287652206275285,-0.000568898502777274,0.0
2012-11-21,0.00016303742909149166,-8.756539385898935e-05,0.0
2012-11-23,-0.015436868445075696,-0.0017178757569112062,0.0
2012-11-26,0.047055495241952454,0.004756588719157729,0.0
2012-11-27,0.008217165566037894,0.0008727335030070127,0.0
2012-11-28,-0.01041874943569417,-0.0012709401813708176,0.0
2012-11-29,0.021577160318977676,0.0007092234452202716,0.0
2012-11-30,-0.0002573193621496616,-0.00019774485266533967,0.0
2012-12-03,0.007054526610197495,0.0005152587097412737,0.0
2012-12-04,-0.015401292751506757,-0.0005408954870185238,0.0
2012-12-05,0.0004114784367364976,-1.4126537176863087e-05,0.0
2012-12-06,-0.004851766464746129,-0.0019661176367246104,0.0
2012-12-07,-0.005002436051808919,-5.575168044520092e-05,0.0
2012-12-10,0.0050301119419279405,0.0005627762328161369,0.0
2012-12-11,-0.0038117235629154408,-0.00043922160330009906,0.0
2012-12-12,0.011972176763545027,0.0007684856515581756,0.0
2012-12-13,0.010312124151195375,0.0010209687994189556,0.0
2012-12-14,0.005802413783958852,0.0015815619945426667,0.0
2012-12-17,-0.021724203102175578,-0.0011873433213682506,0.0
2012-12-18,-0.005470024695456678,-0.0001947731917151581,0.0
2012-12-19,0.0046462001670441126,0.0011720659825551248,0.0
2012-12-20,-0.0005371607740711588,-0.000368028788697873,0.0
2012-12-21,0.011058484916797735,0.0019647722920497395,0.0
2012-12-24,0.00011146773946603716,-0.00047775549844050687,0.0
2012-12-26,0.006465861116509678,0.0017231456240961612,0.0
2012-12-27,-0.011599598710734979,-0.0013562673276266513,0.0
2012-12-28,0.007411322716593785,0.0018254770634402433,0.0
2012-12-31,-0.020749810293698646,-0.003705146210299895,0.0
2013-01-02,-0.0001,-0.0008,-0.00030000000000000003
2013-01-03,0.0005002008702025594,0.0023646761088759924,0.001452513526873229
2013-01-04,-0.00021968242559658452,-0.0014269912120223065,0.0010692572759361657
2013-01-07,-0.0008560564668082206,-0.00027583295171307526,0.000705208529399897
2013-01-08,0.0005783225240226771,0.0032844474128739367,0.001135766521452836
2013-01-09,-0.0009249526191747771,-0.0016082835342453247,-0.0002251988066838102
2013-01-10,0.0002755407447037333,-0.003571139842104351,-0.0027149922804878116
2013-01-11,-0.0006858280653248896,-0.00162338402392044,0.0002656811678270662
2013-01-14,0.0006846109632649398,-0.001468997953593719,-8.458733794894453e-05
2013-01-15,-0.0010431717693590943,-0.0018055657341999858,-0.0006371743699848645
2013-01-16,9.986890242272067e-05,-0.0017251120470893617,-0.0010554060043811064
2013-01-17,-0.002639081620141718,-0.005305585176649761,-0.0025109752896986604
2013-01-18,-0.0014060440749950286,-0.0010901168828488684,-0.0004956473793092825
2013-01-22,-0.0005440322006722455,-0.0001884172312798384,-0.001037292668104507
2013-01-23,0.0052290982919184084,0.005781315258237519,0.002834561842217056
2013-01-24,-0.0024844648983379488,0.00033327788518654796,0.00031618730329279913
2013-01-25,0.0018917293349890968,0.0002366057493698357,0.00024565578183201125
2013-01-28,-0.0027014799115691697,-0.0034306231632001043,0.0007277706994152797
2013-01-29,0.001856802923529351,0.0035644301517017097,0.00017639507945626625
2013-01-30,0.005465780235115592,0.0039868134358168284,0.0008099049994054195
